Any,Codi municipi,Municipi,Comarca,Població,Autocompostatge,Matèria orgànica,Poda i jardineria,Paper i cartró,Vidre,Envasos lleugers,Residus voluminosos + fusta,RAEE,Ferralla,Olis vegetals,Tèxtil,Runes,Residus en Petites Quantitats (RPQ),Piles,Medicaments,Altres recollides selectives,Total Recollida Selectiva,R.S. / R.M. % total,Kg/hab/any recollida selectiva,Resta a Dipòsit,Resta a Incineració,Resta a Tractament Mecànic Biològic,Resta (sense desglossar),Suma Fracció Resta,F.R. / R.M. %,Generació Residus Municipal Totals,Kg / hab / dia,Kg / hab / any
2019,081810,"Roca del Vallès, la",Vallès Oriental,10650,0,549.1,69.98,173.32,144.31,129.66,396.9,110.91,8.09,2.18,1.05,441.51,5.6,0.89,1.21,7.39,2042.1,38.72,191.75,0,0,3232,,3232,61.28,5274.1,1.36,495.22
2019,081982,Sant Antoni de Vilamajor,Vallès Oriental,6135,16,955.84,123.4,183.63,140.53,173.45,379.93,72.93,13.39,2.33,13.43,235.79,5.51,0.89,0.7,4.97,2322.73,75.43,378.6,0,165.57,591.12,,756.69,24.57,3079.42,1.38,501.94
2019,082021,Sant Celoni,Vallès Oriental,17904,0,685.52,72.1,497.94,326.26,327.54,433.16,176.73,2.76,2.38,55.64,152.24,5.14,2.26,2.03,4.44,2746.13,34.97,153.38,0,0,5107.46,,5107.46,65.03,7853.59,1.2,438.65
2019,082074,Sant Esteve de Palautordera,Vallès Oriental,2820,6,386.38,3.88,67.87,72.87,89.36,24.71,28.45,1.69,0.18,0.1,9.28,0.57,0.22,0.32,0.29,692.17,86.69,245.45,0,0,106.28,,106.28,13.31,798.45,0.78,283.14
2019,082107,Sant Feliu de Codines,Vallès Oriental,6259,8.1,438.06,38.15,135.26,123.98,143.94,418.57,73.04,13.21,1.61,18.07,163.6,3.99,0.7,0.71,5.59,1586.58,58.35,253.49,137.22,0,995.32,,1132.54,41.65,2719.12,1.19,434.43
2019,082093,Sant Fost de Campsentelles,Vallès Oriental,8737,7.2,271.56,95.75,173.24,136.47,147.76,324.67,93.72,9.03,0.55,0.39,345.54,4.06,0.79,0.99,4.66,1616.39,31.98,185.01,0,0,3437.4,,3437.4,68.02,5053.79,1.58,578.44
2019,082346,Sant Pere de Vilamajor,Vallès Oriental,4472,0,238.11,186.73,147.59,120.44,107.73,200.7,51.98,9.15,1.59,1.09,128.31,3.51,0.55,0.51,2.87,1200.84,48.39,268.52,0,0,1280.97,,1280.97,51.61,2481.82,1.52,554.97
2019,082482,Santa Eulàlia de Ronçana,Vallès Oriental,7288,60.4,659.92,527.64,226.22,207.47,253.57,577.56,99.01,26.37,2.12,19.02,345.69,9.47,0.75,0.83,9.28,3025.32,91.03,415.11,0,0,298.28,,298.28,8.97,3323.6,1.25,456.04
2019,082567,Santa Maria de Martorelles,Vallès Oriental,893,0,99.22,7.02,23.89,25.89,36.66,23.8,9.17,0.66,0.04,0.03,25.34,0.3,0.07,0.1,0.34,252.53,84.57,282.79,0,0,46.06,,46.06,15.43,298.59,0.92,334.37
2019,082592,Santa Maria de Palautordera,Vallès Oriental,9423,53.1,766.24,110.74,312.79,231.62,222.44,496.15,129.14,26.5,5.82,35.65,145.32,8.87,1.41,1.07,4.54,2551.4,47.47,270.76,109,0,2714,,2823,52.53,5374.4,1.56,570.35
2019,082763,Tagamanent,Vallès Oriental,323,6,49.58,0.28,7.26,12.34,13.62,1.25,3.08,0.07,0.01,0.46,0.86,0.04,0.02,0.04,0.02,94.92,67.97,293.88,0,0,44.74,,44.74,32.03,139.66,1.18,432.4
2019,082943,Vallgorguina,Vallès Oriental,2891,0,141.11,15.17,65.3,65.3,56.29,196.34,29.62,1.02,0.52,0.27,49.2,1.24,0.43,0.33,1.19,623.33,38.11,215.61,0,0,1012.2,,1012.2,61.89,1635.53,1.55,565.73
2019,082969,Vallromanes,Vallès Oriental,2579,27,79.16,12.45,77.06,89,66.52,72.43,24.1,0,0.09,0.05,38.97,0.48,0.15,0.29,0.55,488.3,30.2,189.34,0,0,1128.86,,1128.86,69.8,1617.16,1.72,627.05
2019,083067,Vilalba Sasserra,Vallès Oriental,716,0,42.15,12.32,23.73,19.83,18.18,29.82,7.53,0.64,0.11,0.07,26.67,0.38,0.1,0.08,0.48,182.11,39.66,254.35,0,0,277.06,,277.06,60.34,459.17,1.76,641.31
2019,089024,Vilanova del Vallès,Vallès Oriental,5432,30.8,202.92,42.4,133.9,108.05,115.16,110.87,50.39,0,0.14,0.07,59.65,0.74,0.31,0.62,0.84,856.86,31.84,157.74,0,0,1833.88,,1833.88,68.16,2690.74,1.36,495.35
2020,170031,Albanyà,Alt Empordà,155,7.8,0,5.91,4.73,6.99,5.93,16.82,0.94,2.29,0,0.95,9.63,0.14,0,0.01,0.13,62.27,45.98,401.73,0,0,73.15,0,73.15,54.02,135.42,2.39,873.66
2020,250077,Albatàrrec,Segrià,2236,0,119.39,0,46.62,48.04,52.58,0.13,7.92,0.01,0,4.85,0,0,0.12,0.22,0,279.88,39.84,125.17,422.61,0,0,0,422.61,60.16,702.49,0.86,314.17
2020,250083,Albesa,Noguera,1561,0,137.65,0,38.38,40.38,50.59,9.89,4.75,1.43,0.36,5.8,0,0.21,0.1,0.15,9.56,299.26,53.33,191.71,261.87,0,0,0,261.87,46.67,561.13,0.98,359.47
2020,250096,"Albi, l'",Garrigues,744,0,26.09,0,17.57,14.73,17.05,12.62,1.1,0.1,0.07,3.14,1,0,0.11,0.07,0.16,93.81,34.23,126.09,180.22,0,0,0,180.22,65.77,274.03,1.01,368.32
2020,430022,Albinyana,Baix Penedès,2468,0,151.74,125.81,68.6,60.51,52.53,126.88,11.69,2.13,0.1,5.39,63.17,0.5,0.13,0.22,0.81,670.19,37.19,271.55,0,0,1131.91,0,1131.91,62.81,1802.11,2,730.19
2020,430038,"Albiol, l'",Baix Camp,500,0,4.27,90.24,8.24,12.28,12,66.6,0.99,0,0.76,1.52,0,0,0.01,0.05,0,196.95,62.86,393.89,0,0,116.36,0,116.36,37.14,313.31,1.72,626.61
2020,170046,Albons,Baix Empordà,759,7.4,50.72,138.8,31.02,50.59,27.87,70.07,11.64,9.28,0.02,0.03,104.21,0.09,0.04,0.06,0.08,501.92,74.7,661.29,165.65,0,4.38,0,170.03,25.3,671.95,2.43,885.31
2020,430043,Alcanar,Montsià,9434,0,789.23,491.76,289.8,314.76,274.04,317.03,102.56,38.34,1.32,25.84,372.85,9.18,0.89,0.89,26.81,3055.3,49.94,323.86,3062.05,0,0,0,3062.05,50.06,6117.35,1.78,648.44
2020,250100,Alcanó,Segrià,238,0,19.93,0,5.41,5.89,6.88,0,0.84,0,0,2.15,0,0,0.01,0.02,0,41.14,56.55,172.85,31.61,0,0,0,31.61,43.45,72.75,0.84,305.67
2020,250117,Alcarràs,Segrià,9707,0,1090.45,0,252,187.84,413.73,129.57,52.79,10.53,0.22,21.9,75.87,1.03,0.54,0.94,8.81,2246.22,79.24,231.4,588.58,0,0,0,588.58,20.76,2834.8,0.8,292.04
2020,250122,Alcoletge,Segrià,3435,0,150.39,4.48,108.74,83.99,94.54,88.26,12.63,0,0,6.24,64.27,0,0.19,0.33,7.46,621.52,41.01,180.94,894.16,0,0,0,894.16,58.99,1515.68,1.21,441.25
2020,430056,Alcover,Alt Camp,5144,4.8,376.51,109.48,200.9,121.56,183.83,275.84,31.42,21.13,1.26,13.36,126.14,3.71,0.23,0.47,29.86,1500.5,55.76,291.7,0,0,1190.35,0,1190.35,44.24,2690.85,1.43,523.1
2020,439044,"Aldea, l'",Baix Ebre,4147,0,344.73,18.18,180.97,82.19,69.35,194.92,71.82,25.5,1.15,9.03,142.22,10.6,0.35,0.38,10.45,1161.84,53.25,280.16,1019.97,0,0,0,1019.97,46.75,2181.81,1.44,526.12
2020,430069,Aldover,Baix Ebre,905,0,46.07,6.35,16.51,19.16,14.25,20.16,7.89,3.5,0.05,0.72,26.25,0.72,0.04,0.08,0.38,162.13,49.27,179.15,166.91,0,0,0,166.91,50.73,329.04,1,363.59
2020,430075,"Aleixar, l'",Baix Camp,893,0,59.1,0,22.96,24.88,27.55,32.68,2.46,0.25,0.01,4.14,0.22,0.48,0.06,0.08,0.15,175.02,43.05,195.99,0,0,231.54,0,231.54,56.95,406.56,1.25,455.27
2020,080039,Alella,Maresme,9904,68.2,1435.5,293.65,444.27,341.96,305.5,404.15,50.97,25.15,3.2,22.26,242.86,9.69,0.95,1.08,5.35,3654.73,56.85,369.02,0,187.14,2586.76,0,2773.9,43.15,6428.63,1.78,649.09
2020,430081,Alfara de Carles,Baix Ebre,376,0,25.28,0,9.93,5.79,7.54,17.54,4.97,3.26,0.02,0,61.42,0.02,0.01,0.03,0,135.81,62.47,361.2,81.6,0,0,0,81.6,37.53,217.41,1.58,578.22
2020,250138,Alfarràs,Segrià,2765,0,337.94,0,74.07,63.21,119.6,29.6,12.03,0,0.06,11.24,16.16,0,0.15,0.27,2.24,666.58,78.29,241.08,184.89,0,0,0,184.89,21.71,851.47,0.84,307.94
2020,250143,Alfés,Segrià,297,0,23.8,0,8.03,9.29,8.69,0.69,1.05,0,0,0,0,0,0.02,0.03,0,51.6,42.77,173.73,69.03,0,0,0,69.03,57.23,120.63,1.11,406.15
2020,430094,Alforja,Baix Camp,1783,0,103.38,257.9,56.4,34.31,53.59,93.86,4.59,0.38,0.01,5.37,0.34,0.74,0.1,0.16,0.23,611.35,51.49,342.88,0,0,575.98,0,575.98,48.51,1187.34,1.82,665.92
2020,250156,Algerri,Noguera,404,0,41.47,0,17.99,11.94,18.95,6.75,1.23,0.41,0.05,0,1.67,0.05,0.03,0.04,4.09,104.67,56.37,259.08,81.02,0,0,0,81.02,43.63,185.69,1.26,459.63
2020,250169,Alguaire,Segrià,3029,0,359.1,0,78.68,67.14,127.04,31.44,13.1,0,0.07,0.65,17.17,0,0.17,0.29,2.38,697.23,78.02,230.19,196.4,0,0,0,196.4,21.98,893.63,0.81,295.03
2020,250175,Alins,Pallars Sobirà,272,2.5,28.31,10.52,9.87,14.19,10.54,11.92,2.81,2.49,0.12,0.78,4.13,0.31,0.11,0.03,3.58,102.2,68.77,375.75,46.42,0,0,0,46.42,31.23,148.62,1.5,546.41
2020,430108,Alió,Alt Camp,458,0,35.68,0,8.71,14.02,12.04,13.87,1.15,0,0.14,1.38,0,0,0.02,0.04,0.13,87.19,48.61,190.37,0,0,92.18,0,92.18,51.39,179.37,1.07,391.63
2020,250194,Almacelles,Segrià,6826,0,203.2,0,137.33,124.71,127.26,58.2,34.99,2.54,0.15,0.98,22.9,0,0.38,0.66,11.89,725.19,28.49,106.24,1819.8,0,0,0,1819.8,71.51,2544.99,1.02,372.84
2020,250208,Almatret,Segrià,305,0,23.01,0,9.11,7.66,9.28,4.17,1.67,0.34,0.01,2.19,2.44,0.03,0.02,0.03,0.28,60.24,71.74,197.51,23.73,0,0,0,23.73,28.26,83.97,0.75,275.32
2020,250215,Almenar,Segrià,3357,0,410.6,0,89.99,76.8,145.3,35.96,14.6,0,0.08,5.28,19.64,0,0.19,0.33,2.72,801.47,78.11,238.75,224.62,0,0,0,224.62,21.89,1026.09,0.84,305.66
2020,430115,Almoster,Baix Camp,1341,0,75.7,147.07,35.96,36.13,37.1,1,2.77,0.04,0,8.29,0.04,0.09,0.03,0.12,0.03,344.37,53.45,256.8,0,0,299.96,0,299.96,46.55,644.33,1.32,480.49
2020,250220,Alòs de Balaguer,Noguera,132,0,5.51,0.04,4.62,4.76,5.36,2.06,0.91,0.61,0.01,0,0.93,0.05,0.01,0.01,0.02,24.91,55.79,188.73,19.74,0,0,0,19.74,44.21,44.65,0.93,338.27
2020,170062,Alp,Cerdanya,1593,0,109.6,0,102.72,103.75,67.54,46.83,9.71,28.41,0.07,10.84,12.47,2.97,0.16,0.12,0.54,495.75,28.86,311.21,108.63,1113.39,0,0,1222.02,71.14,1717.77,2.95,1078.32
2020,080044,Alpens,Osona,261,13.3,0,0,19.47,9.51,11.2,11.12,0.86,0,0.03,0.59,0,0,0.01,0.03,0,66.11,50.05,253.3,2.2,0,63.77,0,65.97,49.95,132.08,1.39,506.06
2020,250236,Alpicat,Segrià,6266,6.4,468.58,7.84,202.8,167.63,176.33,67.8,22.3,0,0,4.88,31.74,0,0.35,0.61,6.07,1163.33,46.69,185.66,1328.12,0,0,0,1328.12,53.31,2491.45,1.09,397.61
2020,250241,Alt Àneu,Pallars Sobirà,414,5.9,22.02,15.84,20.81,22.54,12.9,19.64,4.28,4.31,0.21,1.35,7.19,0.24,0.18,0.04,4.95,142.42,49.76,344.01,143.79,0,0,0,143.79,50.24,286.21,1.89,691.33
2020,430120,Altafulla,Tarragonès,5307,1.6,861.57,61.28,187.59,263.88,197.24,110.13,30.67,11.01,5.87,21.87,44.58,0.1,0.12,0.48,1.85,1799.84,49.28,339.15,0,1852.17,0,0,1852.17,50.72,3652.01,1.89,688.15
2020,170078,Amer,Selva,2332,5,183.2,3.42,89.81,57.21,64.76,45.23,16.26,3.8,0.25,7.4,12.93,0.73,0.16,0.17,0.22,490.55,38.73,210.36,201.02,0,574.96,0,775.98,61.27,1266.53,1.49,543.11
2020,430136,"Ametlla de Mar, l'",Baix Ebre,6866,0,502.75,1317.3,328.08,338.87,256.11,663.76,67.66,25.84,0.68,20.69,462.73,9.19,0.69,0.62,8.15,4003.12,58.42,583.04,2849.33,0,0,0,2849.33,41.58,6852.45,2.73,998.03
2020,080057,"Ametlla del Vallès, l'",Vallès Oriental,8646,7.8,437.26,551.06,236.72,224.01,173.91,426.81,52.23,16.76,3.76,54.45,179.04,9.72,1.67,0.95,8.42,2384.57,44.48,275.8,0,0,2976.22,0,2976.22,55.52,5360.79,1.7,620.03
2020,439060,"Ampolla, l'",Baix Ebre,3277,0,556.62,119.98,180.05,205.15,128.8,262.46,36.02,30.24,0.64,8.26,386.98,5.44,0.49,0.3,4.91,1926.34,58.15,587.84,1386.3,0,0,0,1386.3,41.85,3312.64,2.77,1010.87
2020,430141,Amposta,Montsià,21115,0,1379.27,119.98,573.88,439.46,613.15,745.6,247.47,96.52,0.64,55.84,879.89,14.6,1.33,1.99,31.75,5201.36,48.08,246.33,5617.86,0,0,0,5617.86,51.92,10819.22,1.4,512.4
2020,170084,Anglès,Selva,5654,6,227.96,14.28,150.72,108.64,112.08,144.21,34.51,5.4,0.36,12.89,18.16,1.02,0.29,0.41,0.3,837.24,38.64,148.08,269.57,0,1059.74,0,1329.31,61.36,2166.55,1.05,383.19
2020,250273,Anglesola,Urgell,1365,0,115.44,0,36.11,35.98,31.93,60.98,5.04,0,0.33,2.36,34.4,0,0.09,0.13,1.08,323.87,44.3,237.26,407.16,0,0,0,407.16,55.7,731.03,1.47,535.55
2020,250292,Arbeca,Garrigues,2126,0.6,124.17,0,51.7,33.38,34.22,36.6,10.73,1.36,0.07,7.97,7,0,0.37,0.21,1.68,310.05,36.64,145.84,536.09,0,0,0,536.09,63.36,846.14,1.09,398
2020,430167,"Arboç, l'",Baix Penedès,5609,0,385.72,72.8,136.22,119.22,183.09,291.28,26.63,4.88,0.22,19.13,145.02,1.15,0.29,0.5,1.86,1388.01,59.7,247.46,0,936.96,0,0,936.96,40.3,2324.97,1.14,414.51
2020,430154,Arbolí,Baix Camp,127,0,1.94,0,2.19,4.55,2.4,0.96,0.38,0.04,0,0,0.04,0.08,0.01,0.01,0.03,12.63,28.93,99.45,0,0,31.03,0,31.03,71.07,43.66,0.94,343.79
2020,170097,Arbúcies,Selva,6608,11.2,332.58,0,176.06,170.47,152.88,429.58,48.55,44.46,2.73,8.45,89,2.91,0.26,0.48,8.4,1478,44.43,223.67,0,0,1848.24,0,1848.24,55.57,3326.24,1.38,503.37
2020,080060,Arenys de Mar,Maresme,15941,4.1,1609.9,144.04,521.86,607.29,527.6,467.31,96.49,42.58,7.07,32.55,300.16,9.95,0.57,1.74,13.93,4387.13,53.9,275.21,0,0,3752.2,0,3752.2,46.1,8139.33,1.4,510.59
2020,080076,Arenys de Munt,Maresme,9121,17.6,1067,89.59,359.58,294.34,368.26,459.4,89,51.41,2.27,28.47,362.42,12.01,0.33,1,16.81,3219.47,74.79,352.97,0,163.78,921.48,0,1085.26,25.21,4304.73,1.29,471.96
2020,170101,Argelaguer,Garrotxa,396,0,76.65,0,17.53,19.34,19.14,11.73,1.49,1.4,0.05,2.19,3.13,0.23,0.04,0.03,0.44,153.38,82.45,387.34,32.64,0,0,0,32.64,17.55,186.02,1.29,469.76
2020,080082,Argençola,Anoia,219,8.4,12.75,0,7.04,11.01,11.32,11.41,0.7,0,0,0,0,0,0.01,0.02,0,62.66,66.6,286.13,31.43,0,0,0,31.43,33.4,94.09,1.18,429.65
2020,430173,"Argentera, l'",Baix Camp,117,0,7.28,0.42,6.56,5.33,7.42,4.49,0.81,0.2,0.01,0,0.18,0.39,0.04,0.01,0.12,33.26,51.33,284.26,0,0,31.53,0,31.53,48.67,64.79,1.52,553.75
2020,080095,Argentona,Maresme,12536,21.8,2110.6,485.92,457.7,427.54,458,972.22,80.61,41.61,5.94,7.75,495.57,12.4,1.74,1.37,34.58,5615.34,88.16,447.94,0,377.74,376.26,0,754,11.84,6369.34,1.39,508.08
2020,170118,"Armentera, l'",Alt Empordà,951,10,18.37,156.44,52.64,35.88,32.61,69.07,11.96,9.81,0.89,2.9,25.01,2.49,0.03,0.07,0.61,428.78,56.86,450.87,0,0,325.26,0,325.26,43.14,754.04,2.17,792.89
2020,430189,Arnes,Terra Alta,444,0,57.74,0,15.42,14.5,13.88,31.92,2.02,0,0,2,0,0,0.02,0.04,0,137.55,62.84,309.79,81.34,0,0,0,81.34,37.16,218.89,1.35,492.99
2020,250313,Arres,Val d'Aran,60,0,1.33,0,3.46,3.71,1.69,3.84,0.59,0.48,0.01,0,4.02,0.05,0,0.01,0.05,19.24,38.9,320.66,30.22,0,0,0,30.22,61.1,49.46,2.26,824.33
2020,250328,Arsèguel,Alt Urgell,81,0,7.23,0.54,3.97,2.58,3.03,1.94,1.19,0.31,0.02,0.01,0.81,0.03,0.01,0.01,0.7,22.37,57.49,276.19,16.54,0,0,0,16.54,42.51,38.91,1.32,480.39
2020,080109,Artés,Bages,5762,5,624.98,66.9,202.35,173.09,241.38,134.6,130.36,33.18,1.79,23.44,240.5,6.46,0.49,0.63,156.06,2041.21,75.68,354.25,655.96,0,0,0,655.96,24.32,2697.17,1.28,468.1
2020,250334,Artesa de Lleida,Segrià,1535,0,165.11,0,40.32,36.23,48.74,20.43,8.34,1.66,0.03,4.64,11.97,0.16,0.08,0.15,1.39,339.26,77.23,221.02,100.03,0,0,0,100.03,22.77,439.29,0.78,286.19
2020,250349,Artesa de Segre,Noguera,3400,0,245.72,1.72,115.43,112.19,95.34,93.2,31.32,20.05,0.56,12.75,35.82,1.81,0.21,0.33,0.86,767.33,49.85,225.68,771.86,0,0,0,771.86,50.15,1539.19,1.24,452.7
2020,430192,Ascó,Ribera d'Ebre,1644,0,76.37,32.3,41.24,28.7,28.62,99.76,17.87,10.94,0.3,3.8,338.47,2.22,0.06,0.15,1.88,682.67,65.23,415.25,363.9,0,0,0,363.9,34.77,1046.57,1.74,636.6
2020,250365,Aspa,Segrià,220,0,24.58,0,6,5.39,7.25,3.05,1.21,0.25,0.01,2.9,1.79,0.02,0.01,0.02,0.21,52.69,77.97,239.49,14.89,0,0,0,14.89,22.03,67.58,0.84,307.17
2020,250371,"Avellanes i Santa Linya, les",Noguera,433,0,26.72,0.29,14.26,15.5,14.26,8.35,1.32,0.55,0.04,0,0.5,0.05,0.03,0.04,0.1,82.01,52.2,189.4,75.11,0,0,0,75.11,47.8,157.12,0.99,362.87
2020,080116,Avià,Berguedà,2220,2.4,282.05,5.28,97.2,64.65,104.49,90.21,12.3,18.58,1.46,10.26,19.12,0.46,0.4,0.24,2.59,711.66,68.76,320.57,323.29,0,0,0,323.29,31.24,1034.94,1.28,466.19
2020,080121,Avinyó,Bages,2289,0,266.76,65.82,96.2,81.8,101.91,84.06,47.96,23.73,1.7,12.03,335.3,10.95,0.4,0.25,209.65,1338.52,88.79,584.76,169.06,0,0,0,169.06,11.21,1507.58,1.8,658.62
2020,170123,Avinyonet de Puigventós,Alt Empordà,1641,18.9,15.66,232.78,51.79,39.93,38.21,123.67,6.94,2.29,0.96,5.68,66.68,2.99,0.12,0.12,2.29,609,66.13,371.12,0,0,311.95,0,311.95,33.87,920.95,1.54,561.21
2020,080137,Avinyonet del Penedès,Alt Penedès,1697,0,107.61,0,55.17,80.47,41.75,121.31,5.92,0,0.21,2.55,0,0.48,0.1,0.19,1.5,417.25,41.02,245.87,600,0,0,0,600,58.98,1017.25,1.64,599.44
2020,080155,Badalona,Barcelonès,223166,45.8,5326.38,206.63,4265.89,3170.46,2875.12,1848.16,805.14,0,29.95,275.7,3729.22,13.99,10.68,24.43,4117.87,26745.42,27.75,119.85,3812.35,1741.76,64089.41,0,69643.52,72.25,96388.94,1.18,431.92
2020,089045,Badia del Vallès,Vallès Occidental,13415,3,607.36,216.02,162.48,137.49,152.86,324.79,59.88,7.95,0.9,23.31,246.2,1.95,0.85,1.47,106.53,2053.03,36.26,153.04,0,0,3609.28,0,3609.28,63.74,5662.31,1.16,422.09
2020,080168,Bagà,Berguedà,2140,1,245.48,2.05,76.62,74.2,102.06,69.27,10.88,26.23,1.53,16.36,17.76,0.77,0.24,0.23,1.76,646.44,67.55,302.07,310.51,0,0,0,310.51,32.45,956.94,1.23,447.17
2020,250390,Baix Pallars,Pallars Sobirà,331,25,0,12.73,9.14,14.66,8.03,14.43,3.4,3.02,0.15,0.94,5,0.38,0.13,0.03,4.33,101.36,37.91,306.23,166.02,0,0,0,166.02,62.09,267.38,2.21,807.8
2020,250404,Balaguer,Noguera,17472,0,1098.32,259.52,419.35,284.63,284.1,174.48,53.15,2.81,3.18,46.82,49.97,2.3,1.13,1.7,4.28,2685.73,33.41,153.72,5351.83,0,0,0,5351.83,66.59,8037.56,1.26,460.03
2020,080174,Balenyà,Osona,3840,4,341.41,10.89,216.09,110.03,188.68,93.94,22.72,8.51,2.41,14.46,39.37,3.27,0.23,0.42,5.75,1062.19,76.35,276.61,0,0,329.05,0,329.05,23.65,1391.24,0.99,362.3
2020,080180,Balsareny,Bages,3192,0,341.64,39.82,118.65,102.73,188.56,82.44,52.24,16.58,0.24,9.76,172.12,4.07,0.1,0.35,116.76,1246.05,83.65,390.37,243.6,0,0,0,243.6,16.35,1489.65,1.28,466.68
2020,430206,Banyeres del Penedès,Baix Penedès,3207,0,132.35,189.95,77.38,76.06,80.66,164.41,15.18,2.76,0.12,7.54,81.85,0.65,0.16,0.28,1.05,830.41,43.86,258.94,0,0,1062.99,0,1062.99,56.14,1893.39,1.62,590.39
2020,170157,Banyoles,Pla de l'Estany,20053,23.6,945.98,816.68,872.38,534.73,555.74,173.31,119.33,64.26,4.12,84.85,99.91,4.22,2.03,1.46,16.21,4318.81,41.11,215.37,6186.78,0,0,0,6186.78,58.89,10505.59,1.44,523.89
2020,250411,Barbens,Pla d'Urgell,878,0,73.55,0.35,18.6,20.24,26.96,9.22,4.48,0.86,0.19,3.07,2.2,0.23,0.09,0.09,0.34,160.47,45.19,182.76,194.62,0,0,0,194.62,54.81,355.09,1.11,404.43
2020,430213,Barberà de la Conca,Conca de Barberà,471,0,56.68,0.96,20.23,15.64,19.19,23.14,3.84,3.68,0,0,50.78,0.01,0.16,0.04,3.1,197.46,66.76,419.24,98.32,0,0,0,98.32,33.24,295.78,1.72,627.99
2020,082520,Barberà del Vallès,Vallès Occidental,33334,2.8,1148.62,262.85,826.42,613.82,625.17,1199.7,144.8,23.62,11.87,14.96,584,8.12,3.72,3.64,209.92,5684.04,39.31,170.52,94.25,32.03,8647.72,0,8774,60.69,14458.04,1.19,433.73
2020,080193,Barcelona,Barcelonès,1664182,142.2,103600.73,7867.89,58824.6,35347.07,27045.39,37233.22,6636.31,533.49,320.66,3370.98,4065.73,201.09,103.9,182.15,2102.82,287578.24,40.03,172.8,40466.17,20247.94,370072.19,0,430786.3,59.97,718364.54,1.18,431.66
2020,250426,"Baronia de Rialb, la",Noguera,229,0,7.96,0.01,3.23,7.35,2.95,1.85,0.66,0.32,0,0,0.23,0.01,0.01,0.02,0.01,24.6,27.17,107.44,65.94,0,0,0,65.94,72.83,90.54,1.08,395.39
2020,170160,Bàscara,Alt Empordà,1001,1.7,18.31,47.85,42.15,37.87,33.89,48.13,2.43,2.29,0,2.86,9.63,0.14,0.03,0.07,0.13,247.48,36.21,247.24,0,0,435.97,0,435.97,63.79,683.45,1.87,682.77
2020,250447,Bassella,Alt Urgell,217,0,8.39,0,7.52,4.49,5.66,0,1.06,0,0,0,0,0,0.02,0.02,0,27.16,37.82,125.16,44.65,0,0,0,44.65,62.18,71.81,0.91,330.92
2020,430228,Batea,Terra Alta,1901,0,227.79,0,64.06,60.25,57.66,66.56,8.64,0,0,5.69,0,0,0.11,0.17,0,490.93,79.42,258.25,127.21,0,0,0,127.21,20.58,618.14,0.89,325.17
2020,250450,Bausen,Val d'Aran,60,0,1.18,0,3.09,3.31,1.51,3.43,0.52,0.43,0.01,0,3.58,0.04,0,0.01,0.05,17.16,38.88,286,26.97,0,0,0,26.97,61.12,44.13,2.02,735.5
2020,080207,Begues,Baix Llobregat,7300,26.2,186.54,1122.14,268.52,244.04,186.6,262.9,75.74,55.82,1.24,36.47,680.67,5.77,0.9,0.8,194.21,3348.55,62.4,458.71,0,0,2017.95,0,2017.95,37.6,5366.5,2.01,735.14
2020,170139,Begur,Baix Empordà,3891,30.7,650.02,800.2,201.79,326.34,227.06,307.95,30.91,64.09,0.82,11.97,185.41,7.8,0.38,0.31,8.83,2854.57,67.42,733.63,0,0,1379.26,0,1379.26,32.58,4233.83,2.98,1088.11
2020,250463,Belianes,Urgell,520,0,51.38,0,14.02,12.56,11.67,15.76,0.94,0,0,0,0,0,0.03,0.05,0,106.41,46.85,204.64,120.74,0,0,0,120.74,53.15,227.15,1.2,436.83
2020,250485,Bell-lloc d'Urgell,Pla d'Urgell,2335,0,192.6,0.93,69.62,62.61,71.45,24.48,11.92,2.28,0.52,4.05,5.85,0.61,0.25,0.23,0.9,448.3,46.6,191.99,513.74,0,0,0,513.74,53.4,962.04,1.13,412.01
2020,251706,Bellaguarda,Garrigues,287,0,19.51,0,8.93,6.79,8.24,11.2,0.34,0,0.11,2.71,0,0,0.04,0.03,0,57.9,54.01,201.76,49.31,0,0,0,49.31,45.99,107.21,1.02,373.57
2020,170182,Bellcaire d'Empordà,Baix Empordà,678,2.2,44.32,19.94,29.18,38.21,23,57.01,5.71,9.64,0.42,0.87,76.41,2.94,0.03,0.05,0.14,310.09,66.19,457.36,158.37,0,0,0,158.37,33.81,468.46,1.89,690.95
2020,250479,Bellcaire d'Urgell,Noguera,1199,0,115.7,12.05,41.9,30.54,43.74,19.12,3.65,1.54,0.58,3.66,0.11,0.16,0.07,0.12,0.28,273.22,52.47,227.87,247.52,0,0,0,247.52,47.53,520.74,1.19,434.31
2020,430234,Bellmunt del Priorat,Priorat,273,0,41.22,4.79,9.49,9.77,8.54,5.86,1.97,0.88,0.06,2.24,0,0.26,0.03,0.02,0.05,85.17,72.3,312,32.63,0,0,0,32.63,27.7,117.8,1.18,431.52
2020,250498,Bellmunt d'Urgell,Noguera,185,0,15.5,2.79,9.18,5.32,6.22,0.71,0.57,0.16,0,0,0,0.02,0.02,0.02,0.04,40.54,52.52,219.13,36.65,0,0,0,36.65,47.48,77.19,1.14,417.24
2020,080214,Bellprat,Anoia,64,4.8,3.22,0,2.22,2.67,2.41,1.56,0.2,0,0,0,0,0,0,0.01,0,17.09,66.5,267.1,8.61,0,0,0,8.61,33.5,25.7,1.1,401.63
